ID;Sire / DateIn;Dam / DateInEst;Sex / InType;ReproStat/  DateOut;Selected /  DateOutEst;Living /  OutType;BirthLoc;BProgram;BCountry;DOB;DOBest;DOD;DODest;Necr1;Necr2;Necr3;Location;LocalID;Social;Program;Country;Name;Transponder;Tag;Tattoo;Color;LitSize;No_Litters;Lit_List;UDFs;   
352;251;266;Female;Fertile;True;True;RIO PRIM;LatinAm;Brazil;19990930; ;; ;;;;SAOCARLOS;352;SAOCARLOS G1;LatinAm;Brazil;;;;;;1;0;;                                                                                   ;
MOVE: 352;19990930; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
353;209;211;Male;Fertile;True;False;BRASILIA;LatinAm;Brazil;19991011; ;20020702; ;Other;Digestive;Trauma;BRASILIA;1719;;LatinAm;Brazil;Tupi;;;353;;2;0;;                                                             ;
MOVE: 353;19991011; ;Birth  ;20020702; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
354;209;211;Female;Fertile;True;False;BRASILIA;LatinAm;Brazil;19991011; ;20081116; ;Other;;;SAO PAULO;29312;SAO PAULO REC17;LatinAm;Brazil;Caja;9,77E+015;;354;;2;0;;                                         ;
MOVE: 354;19991011; ;Birth  ;20081116; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
355;239;370;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19991015; ;20120730; ;Other;;;SOROCABA;355;SOROCABA G1;LatinAm;Brazil;;200000000000;;80;;2;0;;                                                        ;
MOVE: 355;19991015; ;Birth  ;20120730; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
356;268;278;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19991016; ;19991016; ;Stillbirth;;;SAO PAULO;24678;;LatinAm;Brazil;;;;;;1;0;;                                                                       ;
MOVE: 356;19991016; ;Birth  ;19991016; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
357;71;280;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19991115; ;20010715;Y;Other;;;M DIABO;________;;LatinAm;Brazil;;;;;;1;0;;                                                                                 ;
MOVE: 357;19991115; ;Birth  ;20010715;Y;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
358;222;127;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19991207; ;20050217; ;Other;;;SAO PAULO;24778;SAO PAULO 30S;LatinAm;Brazil;;200000000000;;70;;1;1;2;                                                   ;
MOVE: 358;19991207; ;Birth  ;20050217; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
359;268;278;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19991215; ;19991215; ;Other;;;SAO PAULO;24790;;LatinAm;Brazil;;;;;;2;0;;                                                                             ;
MOVE: 359;19991215; ;Birth  ;19991215; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
360;268;278;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19991215; ;19991215; ;Other;;;SAO PAULO;24791;;LatinAm;Brazil;;;;;;2;0;;                                                                             ;
MOVE: 360;19991215; ;Birth  ;19991215; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
363;209;211;Female;Fertile;True;False;BRASILIA;LatinAm;Brazil;20001011; ;20110726; ;Other;;;BRASILIA;1769;BRASILIA 6S;Unknown;Unknown;Luana;;;363;;2;0;;                                                             ;
MOVE: 363;20001011; ;Birth  ;20110726; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
364;209;211;Female;Fertile;True;False;BRASILIA;LatinAm;Brazil;20001011; ;20040220; ;Infection;Digestive;Bacterial;BRASILIA;1771;BRASILIA 6S;LatinAm;Brazil;Javier;;;364;;2;0;;                                       ;
MOVE: 364;20001011; ;Birth  ;20040220; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
365;308;246;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20001108; ;20010112; ;Environ/Behav;;;RIO PRIM;1994;;LatinAm;Brazil;;;;;;2;0;;                                                                          ;
MOVE: 365;20001108; ;Birth  ;20010112; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
366;308;246;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20001108; ;20160613; ;Other;;;RIO PRIM;1995;RIO PRIM SBV10;LatinAm;Brazil;;30000006566;;;;2;0;;                                                      ;
MOVE: 366;20001108; ;Birth  ;20160613; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
367;71;280;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20001114; ;20130207; ;Other;;;RIO PRIM;1996;RIO PRIM SBV10;LatinAm;Brazil;;30000006061;;;;2;0;;                                                         ;
MOVE: 367;20001114; ;Birth  ;20130207; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
368;71;280;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20001114; ;20021027; ;Other;;;RIO PRIM;1997;;LatinAm;Brazil;;;;;;2;0;;                                                                                   ;
MOVE: 368;20001114; ;Birth  ;20021027; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
369;96;91;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19970922; ;20041206; ;Other;Musculoskel;Trauma;SAO PAULO;23445;SAO PAULO 33B;LatinAm;Brazil;;200000000000;;82;;1;0;;                                      ;
MOVE: 369;19970922; ;Birth  ;20041206; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
370;96;91;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19971216; ;20021128; ;Infection;Reproductive;Bacterial;SAO PAULO;23446;;LatinAm;Brazil;;;;;;1;2;2 2;                                                   ;
MOVE: 370;19971216; ;Birth  ;20021128; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
371;195;220;Male;Fertile;True;False;JERSEY;Europe;Channl Is;19981217; ;20090703; ;Anesthesia;;;JERSEY;M2459;JERSEY MWOOD;Europe;Channl Is;Elmo;00-0606-1248;;;;1;2;1 1;                                              ;
MOVE: 371;19981217; ;Birth  ;20090703; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
374;239;370;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19991015; ;20040311; ;Other;General;Toxicity;SAO PAULO;24677;SAO PAULO LONE;LatinAm;Brazil;;200000000000;;79;;2;0;;                                    ;
MOVE: 374;19991015; ;Birth  ;20040311; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
375;219;217;Female;Fertile;True;False;BELFAST;Europe;N.Ireland;20000516; ;20081007; ;Euthanasia;;;BELFAST;3802;BELFAST M6;Europe;N.Ireland;;00-0601-1385;;;;2;2;1 2;                                                 ;
MOVE: 375;20000516; ;Birth  ;20081007; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
376;223;240;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;20000927; ;20000927; ;Stillbirth;;;SAO PAULO;25181;;LatinAm;Brazil;;;;;;1;0;;                                                                        ;
MOVE: 376;20000927; ;Birth  ;20000927; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
377;75;171;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;20001001; ;20090515; ;Other;;;BRASILIA;377;;Unknown;Unknown;;200000000000;;83;;1;0;;                                                                    ;
MOVE: 377;20001001; ;Birth  ;20090515; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
378;222;127;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;20001227; ;20001228; ;Other;;;SAO PAULO;25350;;LatinAm;Brazil;;;;;;2;0;;                                                                                ;
MOVE: 378;20001227; ;Birth  ;20001228; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
379;222;127;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;20001227; ;20040214; ;Infection;Digestive;Bacterial;BRASILIA;379;;LatinAm;Brazil;;200000000000;;72;;2;0;;                                              ;
MOVE: 379;20001227; ;Birth  ;20040214; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
380;215;254;Unknown;Fertile;True;False;BELFAST;Europe;N.Ireland;20010314; ;20010318; ;Other;;;BELFAST;3968;;Europe;N.Ireland;;;;;;1;0;;                                                                              ;
MOVE: 380;20010314; ;Birth  ;20010318; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
381;215;254;Unknown;Fertile;True;False;BELFAST;Europe;N.Ireland;20010724; ;20010727; ;Other;;;BELFAST;4090;;Europe;N.Ireland;;;;;;1;0;;                                                                              ;
MOVE: 381;20010724; ;Birth  ;20010727; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
382;222;127;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;20010824; ;20010824; ;Stillbirth;General;Circulatory;SAO PAULO;26110;;LatinAm;Brazil;;;;;;2;0;;                                                        ;
MOVE: 382;20010824; ;Birth  ;20010824; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
383;222;127;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;20010824; ;20010824; ;Stillbirth;General;Circulatory;SAO PAULO;26111;;LatinAm;Brazil;;;;;;2;0;;                                                      ;
MOVE: 383;20010824; ;Birth  ;20010824; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
384;308;337;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20011031; ;20150409; ;Other;;;RIO PRIM;2034;RIO PRIM S1V20;LatinAm;Brazil;;30000006148;;;;2;0;;                                                         ;
MOVE: 384;20011031; ;Birth  ;20150409; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
385;308;337;Male;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20011031; ;; ;;;;HORIZONTE;UNK;;LatinAm;Brazil;;70074307;;;;2;0;;                                                                                        ;
MOVE: 385;20011031; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
386;71;280;Male;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20011031; ;; ;;;;SAO PAULO;31583;;LatinAm;Brazil;;;;;;2;2;1 1;                                                                                             ;
MOVE: 386;20011031; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
387;71;280;Male;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20011031; ;; ;;;;RIO PRIM;2038;RIO PRIM S1V13;LatinAm;Brazil;;30000007288;;;;2;4;2 2 1 1;                                                                 ;
MOVE: 387;20011031; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
388;215;254;Unknown;Fertile;True;False;BELFAST;Europe;N.Ireland;20011228; ;20011229; ;Self injury;;;BELFAST;4153;;Europe;N.Ireland;;;;;;1;0;;                                                                        ;
MOVE: 388;20011228; ;Birth  ;20011229; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
389;UNK;127;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;20020101; ;20020101; ;Other;General;Nutrition;SAO PAULO;27081;;LatinAm;Brazil;;;;;;2;0;;                                                                ;
MOVE: 389;20020101; ;Birth  ;20020101; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
390;UNK;127;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;20020101; ;20020102; ;Other;General;Trauma;SAO PAULO;27082;;LatinAm;Brazil;;;;;;2;0;;                                                                   ;
MOVE: 390;20020101; ;Birth  ;20020102; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
391;239;370;Male;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20020112; ;; ;;;;SAOCARLOS;391;SAOCARLOS G1;LatinAm;Brazil;;200000000000;;;;2;0;;                                                                        ;
MOVE: 391;20020112; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
392;239;370;Male;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20020112; ;; ;;;;SAO PAULO;27098;SAO PAULO REC18;LatinAm;Brazil;;200000000000;;;;2;0;;                                                                   ;
MOVE: 392;20020112; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
393;106;UNK;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;20020205; ;20020205; ;Other;;;JERSEY;________;;Europe;Channl Is;;;;;;2;0;;                                                                           ;
MOVE: 393;20020205; ;Birth  ;20020205; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
394;195;220;Female;Fertile;True;False;JERSEY;Europe;Channl Is;20020227; ;20020407; ;Other;;;JERSEY;________;JERSEY 11N;Europe;Channl Is;;;;;;2;0;;                                                                     ;
MOVE: 394;20020227; ;Birth  ;20020407; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
395;215;254;Male;Fertile;True;False;BELFAST;Europe;N.Ireland;20020602; ;20020603; ;Other;Respiratory;Mechanical;BELFAST;5021;;Europe;N.Ireland;;;;;;2;0;;                                                            ;
MOVE: 395;20020602; ;Birth  ;20020603; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
396;215;254;Unknown;Fertile;True;False;BELFAST;Europe;N.Ireland;20020602; ;20020604; ;Other;;;BELFAST;5022;;Europe;N.Ireland;;;;;;2;0;;                                                                              ;
MOVE: 396;20020602; ;Birth  ;20020604; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
397;195;220;Female;Fertile;True;False;JERSEY;Europe;Channl Is;20020819; ;20170130; ;Euthanasia;General;;JERSEY;M2771;JERSEY MWOOD;Europe;Channl Is;Bertha;956000000000000;;;;2;0;;                                   ;
MOVE: 397;20020819; ;Birth  ;20170130; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
398;195;220;Female;Fertile;True;False;JERSEY;Europe;Channl Is;20020819; ;20160811; ;Other;;;JERSEY;M2772;JERSEY MWOOD;Europe;Channl Is;Ernie;;;;;2;2;2 1;                                                            ;
MOVE: 398;20020819; ;Birth  ;20160811; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
399;308;337;Female;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20020919; ;; ;;;;SAO PAULO;31584;;LatinAm;Brazil;;;;;;2;2;1 1;                                                                                          ;
MOVE: 399;20020919; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
400;308;337;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20020919; ;20150816; ;Infection;;;RIO PRIM;2079;RIO PRIM S1V12;LatinAm;Brazil;;30000005507;;;;2;5;1 2 2 1 1;                                          ;
MOVE: 400;20020919; ;Birth  ;20150816; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
401;207;240;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;20021004; ;20110225; ;Stillbirth;;;SAO PAULO;27764;;LatinAm;Brazil;;;;;;2;0;;                                                                        ;
MOVE: 401;20021004; ;Birth  ;20110225; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
402;207;240;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;20021004; ;20021004; ;Stillbirth;;;SAO PAULO;27765;;LatinAm;Brazil;;;;;;2;0;;                                                                        ;
MOVE: 402;20021004; ;Birth  ;20021004; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
403;264;330;Unknown;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20021030; ;20021030; ;Stillbirth;;;RIO PRIM;2092;;LatinAm;Brazil;;;;;;1;0;;                                                                           ;
MOVE: 403;20021030; ;Birth  ;20021030; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
404;215;254;Unknown;Fertile;True;False;BELFAST;Europe;N.Ireland;20021104; ;20021105; ;Other;;;BELFAST;5095;;Europe;N.Ireland;;;;;;2;0;;                                                                              ;
MOVE: 404;20021104; ;Birth  ;20021105; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
405;215;254;Unknown;Fertile;True;False;BELFAST;Europe;N.Ireland;20021104; ;20021106; ;Other;;;BELFAST;5096;;Europe;N.Ireland;;;;;;2;0;;                                                                              ;
MOVE: 405;20021104; ;Birth  ;20021106; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
406;268;278;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;20021205; ;20021205; ;Stillbirth;;;SAO PAULO;27870;;LatinAm;Brazil;;;;;;1;0;;                                                                        ;
MOVE: 406;20021205; ;Birth  ;20021205; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
407;308;337;Unknown;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20030218; ;20030430; ;Other;;;RIO PRIM;2108;;LatinAm;Brazil;;;;;;2;0;;                                                                                ;
MOVE: 407;20030218; ;Birth  ;20030430; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
408;308;337;Female;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20030218; ;; ;;;;RIO PRIM;2109;RIO PRIM S1VO7;LatinAm;Brazil;;30000007681;;;;2;11;1 2 2 2 1 2 2 2 2 1 1;                                               ;
MOVE: 408;20030218; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
409;195;220;Male;Fertile;True;False;JERSEY;Europe;Channl Is;20030302; ;20130415; ;Euthanasia;General;;JERSEY;M2802;JERSEY OS4;Europe;Channl Is;Fluffy;;;;;3;2;1 1;                                                   ;
MOVE: 409;20030302; ;Birth  ;20130415; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
410;195;220;Male;Fertile;True;True;JERSEY;Europe;Channl Is;20030806; ;; ;;;;JERSEY;M2820;JERSEY F2;Europe;Channl Is;Lenny;;;;;3;0;;                                                                                  ;
MOVE: 410;20030806; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
411;293;301;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20030917; ;20060221;Y;Other;;;RIO PRIM;2120;RIO PRIM S1V20;LatinAm;Brazil;;;;;;2;0;;                                                                     ;
MOVE: 411;20030917; ;Birth  ;20060221;Y;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
412;293;301;Male;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20030917; ;; ;;;;SAO PAULO;29791;;LatinAm;Brazil;Calixtinho;70097863;;412;;2;9;1 2 1 2 2 3 3 1 2;                                                        ;
MOVE: 412;20030917; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
413;292;198;Male;Fertile;True;False;ADELAIDE;Austral;Australia;20040103; ;20040103; ;Stillbirth;;;ADELAIDE;A40016;;Austral;Australia;;;;;;3;0;;                                                                      ;
MOVE: 413;20040103; ;Birth  ;20040103; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
414;292;198;Female;Fertile;True;False;ADELAIDE;Austral;Australia;20040103; ;20040103; ;Stillbirth;;;ADELAIDE;A40017;;Austral;Australia;;;;;;3;0;;                                                                    ;
MOVE: 414;20040103; ;Birth  ;20040103; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
415;292;198;Female;Fertile;True;False;ADELAIDE;Austral;Australia;20040103; ;20040103; ;Stillbirth;;;ADELAIDE;A40018;;Austral;Australia;;;;;;3;0;;                                                                    ;
MOVE: 415;20040103; ;Birth  ;20040103; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
416;358;211;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;20040203; ;20040203; ;Stillbirth;;;SAO PAULO;28407;;LatinAm;Brazil;;;;;;2;0;;                                                                         ;
MOVE: 416;20040203; ;Birth  ;20040203; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
417;358;211;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;20040203; ;20040203; ;Stillbirth;;;SAO PAULO;28408;;LatinAm;Brazil;;;;;;2;0;;                                                                         ;
MOVE: 417;20040203; ;Birth  ;20040203; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
418;195;220;Female;Fertile;True;False;JERSEY;Europe;Channl Is;20040210; ;20040213; ;Other;;;JERSEY;M2844;;Europe;Channl Is;Girl;;;;;3;0;;                                                                            ;
MOVE: 418;20040210; ;Birth  ;20040213; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
419;195;220;Male;Fertile;True;True;JERSEY;Europe;Channl Is;20040210; ;; ;;;;JERSEY;M2845;JERSEY EY4;Europe;Channl Is;Runt;956000000000000;;;;3;0;;                                                                     ;
MOVE: 419;20040210; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
420;195;220;Male;Fertile;True;False;JERSEY;Europe;Channl Is;20040210; ;20130302; ;Other;;;LA PALMYR;4888;;Europe;France;Big Boy;956000000000000;;;;3;0;;                                                               ;
MOVE: 420;20040210; ;Birth  ;20130302; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
421;293;301;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20041004; ;20151202; ;Other;;;SAO PAULO;29348;SAO PAULO REC20;LatinAm;Brazil;;70274287;;;;2;2;1 2;                                                    ;
MOVE: 421;20041004; ;Birth  ;20151202; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
422;293;301;Female;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20041004; ;; ;;;;SAO PAULO;30899;;LatinAm;Brazil;;30000006985;;;;2;0;;                                                                                 ;
MOVE: 422;20041004; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
423;WILD;WILD;Male;Fertile;True;False;;Unknown;Unknown;19970101;Y;20110731;D;Other;;;SOROCABA;0;SOROCABA G1;LatinAm;Brazil;;;;;;0;0;;                                                                                 ;
MOVE: 423;20031101;D;Birth  ;20110731;D;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
424;312;408;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20051214; ;20140722; ;Self injury;;;RIO PRIM;2232;RIO PRIM S1V07;LatinAm;Brazil;;30000007146;;;;1;0;;                                                   ;
MOVE: 424;20051214; ;Birth  ;20140722; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
425;312;408;Male;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20060927; ;; ;;;;RIO PRIM;2266;RIO PRIM S1V07;LatinAm;Brazil;;30000007698;;;;2;2;2 2;                                                                    ;
MOVE: 425;20060927; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
426;312;408;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20060927; ;20060929; ;Environ/Behav;;;RIO PRIM;2265;;LatinAm;Brazil;;;;;;2;0;;                                                                           ;
MOVE: 426;20060927; ;Birth  ;20060929; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
427;312;408;Male;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20070213; ;; ;;;;RIO PRIM;2288;RIO PRIM S1V07;LatinAm;Brazil;;30000007706;;;;2;0;;                                                                       ;
MOVE: 427;20070213; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
428;312;408;Male;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20070213; ;; ;;;;RIO PRIM;2289;RIO PRIM S1V07;LatinAm;Brazil;;30000007532;;;;2;0;;                                                                       ;
MOVE: 428;20070213; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
429;409;306;Male;Fertile;True;False;JERSEY;Europe;Channl Is;20100517; ;20100517; ;Stillbirth;;;JERSEY;M3108;;Europe;Channl Is;;;;;;1;0;;                                                                            ;
MOVE: 429;20100517; ;Birth  ;20100517; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
430;WILD;WILD;Female;Fertile;True;True;BURI/SP ?;LatinAm;Brazil;20070101;U;; ;;;;SAO PAULO;29597;;LatinAm;Brazil;Kinha;69638361;;;;0;8;2 1 2 2 3 3 1 2;                                                               ;
MOVE: 430;20071001;Y;Capture;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
431;312;408;Male;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20071026; ;; ;;;;RIO PRIM;2311;;LatinAm;Brazil;;30000005601;;;;2;0;;                                                                                     ;
MOVE: 431;20071026; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
432;263;421;Female;Fertile;True;True;SAO PAULO;LatinAm;Brazil;20070411; ;; ;;;;SAO PAULO;29450;;LatinAm;Brazil;Bombom;69854311;;;;1;4;2 2 1 1;                                                                      ;
MOVE: 432;20070411; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
433;312;408;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;20071026; ;20080109; ;Other;;;RIO PRIM;2310;;LatinAm;Brazil;;;;;;2;0;;                                                                                   ;
MOVE: 433;20160205; ;Birth  ;20080109; ;       ;;;;;;;;;;;;;;;;;;;;;;;;;
436;312;408;Female;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20080929; ;; ;;;;JERSEY;M3305;;Europe;Channl Is;;30000007316;;;;1;0;;                                                                                  ;
MOVE: 436;20080929; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
437;412;400;Male;Fertile;True;True;RIO PRIM;LatinAm;Brazil;20081027; ;; ;;;;RIO PRIM;2383;;LatinAm;Brazil;;3000005507;;;;1;0;;                                                                                      ;
MOVE: 437;20081027; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
438;195;220;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;19970109; ;19970109; ;Other;Hemic;Trauma;JERSEY;M2307;;Europe;Channl Is;;;;;;3;0;;                                                                    ;
MOVE: 438;19970109; ;Birth  ;19970109; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
439;106;125;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19970211; ;19970213; ;Other;;;JERSEY;M2321;;Europe;Channl Is;;;;;;2;0;;                                                                                ;
MOVE: 439;19970211; ;Birth  ;19970213; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
440;193;174;Unknown;Fertile;True;False;MAGDEBURG;Europe;Germany;19970518; ;19970519; ;Environ/Behav;;;MAGDEBURG;184008;;Europe;Germany;;;;;;2;0;;                                                                    ;
MOVE: 440;19970518; ;Birth  ;19970519; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
441;WILD;WILD;Female;Fertile;True;False;UNKNOWN;Unknown;Unknown;19980101;U;19990223; ;Infection;;;SOROCABA;DV0004;;LatinAm;Brazil;Buri-sp;;;;;0;0;;                                                                     ;
MOVE: 441;19980101;U;Capture;19990223; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
442;195;220;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;19980330; ;19980330; ;Other;;;JERSEY;M2425;;Europe;Channl Is;;;;;;2;0;;                                                                               ;
MOVE: 442;19980330; ;Birth  ;19980330; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
443;195;220;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;19980330; ;19980330; ;Other;;;JERSEY;M2426;;Europe;Channl Is;;;;;;2;0;;                                                                               ;
MOVE: 443;19980330; ;Birth  ;19980330; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
444;84;105;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;19980929; ;19980929; ;Stillbirth;;;JERSEY;M2471;;Europe;Channl Is;;;;;;2;0;;                                                                           ;
MOVE: 444;19980929; ;Birth  ;19980929; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
445;84;105;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;19980929; ;19980929; ;Stillbirth;;;JERSEY;M2472;;Europe;Channl Is;;;;;;2;0;;                                                                           ;
MOVE: 445;19980929; ;Birth  ;19980929; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
