ID;Sire / DateIn;Dam / DateInEst;Sex / InType;ReproStat/  DateOut;Selected /  DateOutEst;Living /  OutType;BirthLoc;BProgram;BCountry;DOB;DOBest;DOD;DODest;Necr1;Necr2;Necr3;Location;LocalID;Social;Program;Country;Name;Transponder;Tag;Tattoo;Color;LitSize;No_Litters;Lit_List;UDFs;   
176;73;74;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19910912; ;19910913; ;Other;;;RIO PRIM;1247;;LatinAm;Brazil;;;;;;2;0;;                                                                                   ;
MOVE: 176;19910912; ;Birth  ;19910913; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
177;77;57;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19910922; ;19930427; ;Other;;;RIO PRIM;1252;;LatinAm;Brazil;;;;;;2;0;;                                                                                     ;
MOVE: 177;19910922; ;Birth  ;19930427; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
178;77;57;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19910922; ;19950222; ;Other;;;RIO PRIM;1253;;LatinAm;Brazil;;;;;;2;1;2;                                                                                  ;
MOVE: 178;19910922; ;Birth  ;19950222; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
179;106;125;Male;Fertile;True;False;JERSEY;Europe;Channl Is;19910925; ;19910925; ;Stillbirth;;;JERSEY;M1744;;Europe;Channl Is;;;;;;1;0;;                                                                            ;
MOVE: 179;19910925; ;Birth  ;19910925; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
180;96;91;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19910927; ;20090629; ;Other;;;BAURU ZOO;________;BAURU ZOO 3B;LatinAm;Brazil;;;;;;2;0;;                                                                   ;
MOVE: 180;19910927; ;Birth  ;20090629; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
181;96;91;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19910927; ;19920430; ;Other;;;SAO PAULO;19776;;LatinAm;Brazil;;;;;;2;0;;                                                                                ;
MOVE: 181;19910927; ;Birth  ;19920430; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
182;131;138;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19911025; ;19911127; ;Other;;;RIO PRIM;1277;;LatinAm;Brazil;;;;;;1;0;;                                                                                   ;
MOVE: 182;19911025; ;Birth  ;19911127; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
183;75;72;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19911029; ;19911029; ;Other;;;RIO PRIM;1282;;LatinAm;Brazil;;;;;;3;0;;                                                                                     ;
MOVE: 183;19911029; ;Birth  ;19911029; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
184;75;72;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19911029; ;19911029; ;Stillbirth;;;RIO PRIM;1283;;LatinAm;Brazil;;;;;;3;0;;                                                                                ;
MOVE: 184;19911029; ;Birth  ;19911029; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
185;77;72;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19911029; ;19911029; ;Stillbirth;;;RIO PRIM;1284;;LatinAm;Brazil;;;;;;3;0;;                                                                              ;
MOVE: 185;19911029; ;Birth  ;19911029; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
186;113;111;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19911103; ;19911103; ;Stillbirth;;;RIO PRIM;1292;;LatinAm;Brazil;;;;;;2;0;;                                                                              ;
MOVE: 186;19911103; ;Birth  ;19911103; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
187;113;111;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19911103; ;19911103; ;Stillbirth;;;RIO PRIM;1293;;LatinAm;Brazil;;;;;;2;0;;                                                                              ;
MOVE: 187;19911103; ;Birth  ;19911103; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
188;132;89;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19911201; ;20071206; ;Euthanasia;Cardiovasc;Metabolism;KREFELD;854;KREFELD 15B;Europe;Germany;;;;188;;2;0;;                                              ;
MOVE: 188;19911201; ;Birth  ;20071206; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
189;132;89;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19911201; ;20070623; ;Other;;;JERSEY;M2039;JERSEY OS6;Europe;Channl Is;Amos;;;;;2;0;;                                                                    ;
MOVE: 189;19911201; ;Birth  ;20070623; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
190;73;74;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19920113; ;19930427; ;Other;;;RIO PRIM;1313;;LatinAm;Brazil;;;;;;2;0;;                                                                                    ;
MOVE: 190;19920113; ;Birth  ;19930427; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
191;73;74;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19920113; ;19981203; ;Other;;;RIO PRIM;1314;;LatinAm;Brazil;;;;;;2;2;2 3;                                                                               ;
MOVE: 191;19920113; ;Birth  ;19981203; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
192;130;135;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19920124; ;19921124; ;Other;;;RIO PRIM;1309;;LatinAm;Brazil;Nick;;;;;1;0;;                                                                            ;
MOVE: 192;19920124; ;Birth  ;19921124; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
193;106;125;Male;Fertile;True;False;JERSEY;Europe;Channl Is;19920228; ;20031218; ;Other;;;MAGDEBURG;184002;MAGDEBURG 16S;Europe;Germany;Laury;00-01BB-9D6A;;;;2;6;2 2 2 2 2 1;                                       ;
MOVE: 193;19920228; ;Birth  ;20031218; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
194;106;125;Male;Fertile;True;False;JERSEY;Europe;Channl Is;19920228; ;20101104; ;Euthanasia;;;ADELAIDE;950401;ADELAIDE 1B;Austral;Australia;Claudio;00-01BB-876F;CHIP BB876F;;;2;1;1;                               ;
MOVE: 194;19920228; ;Birth  ;20101104; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
195;84;105;Male;Fertile;True;False;JERSEY;Europe;Channl Is;19920609; ;20091219; ;Euthanasia;;;JERSEY;M1829;JERSEY F5;Europe;Channl Is;Pinon;00-01BB-C679;;;;2;12;3 2 2 1 1 1 2 2 2 3 3 3;                            ;
MOVE: 195;19920609; ;Birth  ;20091219; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
196;84;105;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19920609; ;20060903; ;Other;;;ADELAIDE;950403;ADELAIDE 1B;Austral;Australia;;00-013B-8F49;13B8F49;;;2;1;1;                                              ;
MOVE: 196;19920609; ;Birth  ;20060903; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
197;106;125;Male;Fertile;True;False;JERSEY;Europe;Channl Is;19920728; ;19920728; ;Stillbirth;;;JERSEY;M1846;;Europe;Channl Is;;;;;;2;0;;                                                                            ;
MOVE: 197;19920728; ;Birth  ;19920728; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
198;106;125;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19920728; ;20111116; ;Euthanasia;;;ADELAIDE;950404;ADELAIDE 2B;Austral;Australia;Niki;00-01BA-91F1;BA91F1;;;2;3;1 1 3;                                 ;
MOVE: 198;19920728; ;Birth  ;20111116; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
199;124;76;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19920906; ;19920929; ;Other;;;RIO PRIM;1339;;LatinAm;Brazil;;;;;;2;0;;                                                                                   ;
MOVE: 199;19920906; ;Birth  ;19920929; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
200;124;76;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19920906; ;20051118; ;Other;;;NY BRONX;986159;;NorthAm;U.S.A;Tenille;;;200;;2;0;;                                                                      ;
MOVE: 200;19920906; ;Birth  ;20051118; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
201;73;74;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19920914; ;19930426; ;Other;;;RIO PRIM;1347;;LatinAm;Brazil;;;;;;2;0;;                                                                                    ;
MOVE: 201;19920914; ;Birth  ;19930426; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
202;73;74;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19920914; ;20000225; ;Other;;;RIO PRIM;1348;;LatinAm;Brazil;;;;;;2;2;2 2;                                                                                 ;
MOVE: 202;19920914; ;Birth  ;20000225; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
203;132;89;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19920928; ;19960306; ;Other;;;SOROCABA;DV0001;;LatinAm;Brazil;;;;;;2;1;1;                                                                                ;
MOVE: 203;19920928; ;Birth  ;19960306; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
204;132;89;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19920928; ;19980101; ;Other;;;BAURU ZOO;________;;LatinAm;Brazil;;;;;;2;0;;                                                                            ;
MOVE: 204;19920928; ;Birth  ;19980101; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
205;130;135;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19921023; ;19921215; ;Other;;;RIO PRIM;1365;;LatinAm;Brazil;;;;;;2;0;;                                                                                  ;
MOVE: 205;19921023; ;Birth  ;19921215; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
206;130;135;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19921023; ;19921223; ;Other;;;RIO PRIM;1366;;LatinAm;Brazil;;;;;;2;0;;                                                                                ;
MOVE: 206;19921023; ;Birth  ;19921223; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
207;124;162;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19921103; ;20060319;D;Other;;;SAOCARLOS;207;SAOCARLOS G2;LatinAm;Brazil;;200000000000;;88;;2;1;2;                                                       ;
MOVE: 207;19921103; ;Birth  ;20060319;D;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
208;124;162;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19921103; ;19951218; ;Other;;;RIO PRIM;1373;;LatinAm;Brazil;;;;;;2;2;2 1;                                                                             ;
MOVE: 208;19921103; ;Birth  ;19951218; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
209;118;146;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19921130; ;20020910; ;Other;Digestive;Trauma;BRASILIA;1381;;LatinAm;Brazil;Diamante;;;209;;2;4;2 3 2 2;                                                 ;
MOVE: 209;19921130; ;Birth  ;20020910; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
210;118;146;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19921130; ;19921207; ;Other;;;RIO PRIM;1379;;LatinAm;Brazil;;;;;;2;0;;                                                                                ;
MOVE: 210;19921130; ;Birth  ;19921207; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
211;96;91;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19921214; ;20050215; ;Other;General;;SAO PAULO;28186;;LatinAm;Brazil;Cristal;;;211;;1;5;2 3 2 2 2;                                                      ;
MOVE: 211;19921214; ;Birth  ;20050215; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
212;145;155;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19921223; ;19921224; ;Other;;;RIO PRIM;1382;;LatinAm;Brazil;;;;;;2;0;;                                                                                  ;
MOVE: 212;19921223; ;Birth  ;19921224; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
213;145;155;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19921223; ;19921225; ;Other;;;RIO PRIM;1383;;LatinAm;Brazil;;;;;;2;0;;                                                                                ;
MOVE: 213;19921223; ;Birth  ;19921225; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
214;126;92;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19921227; ;20080728; ;Euthanasia;Urinary;Metabolism;KREFELD;855;KREFELD 15B;Europe;Germany;;;;214;;1;0;;                                              ;
MOVE: 214;19921227; ;Birth  ;20080728; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
215;106;125;Male;Fertile;True;False;JERSEY;Europe;Channl Is;19930212; ;20141119; ;Other;;;BELFAST;2904;BELFAST I1;Europe;N.Ireland;;00-01-BB-A5-83;;;;2;8;2 3 1 1 1 2 2 1;                                           ;
MOVE: 215;19930212; ;Birth  ;20141119; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
216;106;125;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19930212; ;19930215; ;Other;;;JERSEY;M1891;;Europe;Channl Is;;;;;;2;0;;                                                                                ;
MOVE: 216;19930212; ;Birth  ;19930215; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
217;84;105;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19930304; ;20150116; ;Other;;;BELFAST;2905;BELFAST M6;Europe;N.Ireland;;00-01-BA-88-1E;;;;1;2;2 2;                                                      ;
MOVE: 217;19930304; ;Birth  ;20150116; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
218;73;74;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19930305; ;19930514; ;Other;;;RIO PRIM;1402;;LatinAm;Brazil;;;;;;1;0;;                                                                                    ;
MOVE: 218;19930305; ;Birth  ;19930514; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
219;106;125;Male;Fertile;True;False;JERSEY;Europe;Channl Is;19930712; ;20010716; ;Other;;;BELFAST;2907;;Europe;N.Ireland;;00-01-BA-8D-OE;;;;2;2;2 2;                                                                 ;
MOVE: 219;19930712; ;Birth  ;20010716; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
220;106;125;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19930712; ;20140602; ;Other;;;JERSEY;M1935;JERSEY MWOOD;Europe;Channl Is;Telva;00-01BB-9695;;;;2;12;3 2 2 1 1 1 2 2 2 3 3 3;                           ;
MOVE: 220;19930712; ;Birth  ;20140602; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
221;96;91;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19931004; ;19931009; ;Other;;;SAO PAULO;20896;;LatinAm;Brazil;;;;;;3;0;;                                                                               ;
MOVE: 221;19931004; ;Birth  ;19931009; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
222;75;95;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19931004; ;20020410; ;Other;General;Nutrition;SAO PAULO;20897;;LatinAm;Brazil;;;;;;1;4;2 1 2 2;                                                           ;
MOVE: 222;19931004; ;Birth  ;20020410; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
223;96;91;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19931005; ;20010610; ;Other;General;Circulatory;SAO PAULO;20898;;LatinAm;Brazil;;;;;;3;2;1 1;                                                             ;
MOVE: 223;19931005; ;Birth  ;20010610; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
224;96;91;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19931005; ;19960309; ;Other;;;SOROCABA;DV0002;;LatinAm;Brazil;;;;;;3;1;1;                                                                               ;
MOVE: 224;19931005; ;Birth  ;19960309; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
225;132;89;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19931007; ;19931007; ;Other;;;SAO PAULO;20900;;LatinAm;Brazil;;;;;;2;0;;                                                                              ;
MOVE: 225;19931007; ;Birth  ;19931007; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
226;132;89;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19931007; ;19931007; ;Other;;;SAO PAULO;20901;;LatinAm;Brazil;;;;;;2;0;;                                                                              ;
MOVE: 226;19931007; ;Birth  ;19931007; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
227;124;76;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19931101; ;19940204; ;Other;;;RIO PRIM;1435;;LatinAm;Brazil;;;;;;2;0;;                                                                                   ;
MOVE: 227;19931101; ;Birth  ;19940204; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
228;124;76;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19931101; ;19931121; ;Other;;;RIO PRIM;1436;;LatinAm;Brazil;;;;;;2;0;;                                                                                 ;
MOVE: 228;19931101; ;Birth  ;19931121; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
229;71;143;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19931201; ;19990828; ;Other;;;RIO PRIM;1442;;LatinAm;Brazil;;;;;;2;2;2 2;                                                                               ;
MOVE: 229;19931201; ;Birth  ;19990828; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
230;71;143;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19931201; ;19931203;Y;Other;;;RIO PRIM;1443;;LatinAm;Brazil;;;;;;2;0;;                                                                                 ;
MOVE: 230;19931201; ;Birth  ;19931203;Y;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
231;118;146;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19931228; ;19931228; ;Other;;;RIO PRIM;1449;;LatinAm;Brazil;;;;;;2;0;;                                                                                  ;
MOVE: 231;19931228; ;Birth  ;19931228; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
232;118;146;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19931228; ;19931231; ;Other;;;RIO PRIM;1450;;LatinAm;Brazil;;;;;;2;0;;                                                                                ;
MOVE: 232;19931228; ;Birth  ;19931231; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
233;84;105;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19940116; ;20021204; ;Other;;;RIO PRIM;1925;;LatinAm;Brazil;Diana;00-01-BB-CA-A1;;;;1;0;;                                                               ;
MOVE: 233;19940116; ;Birth  ;20021204; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
234;106;125;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;19940212; ;19940212; ;Other;;;JERSEY;M1997;;Europe;Channl Is;;;;;;3;0;;                                                                              ;
MOVE: 234;19940212; ;Birth  ;19940212; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
235;106;125;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;19940212; ;19940212; ;Other;;;JERSEY;1998;;Europe;Channl Is;;;;;;3;0;;                                                                               ;
MOVE: 235;19940212; ;Birth  ;19940212; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
236;165;163;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19940322; ;20000328; ;Other;;;RIO PRIM;1473;;LatinAm;Brazil;;;;;;1;2;2 2;                                                                              ;
MOVE: 236;19940322; ;Birth  ;20000328; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
237;106;125;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19940901; ;20110315; ;Euthanasia;;;BRISTOL;2770;BRISTOL ZB2;Europe;England;Yara;00-01-BB-80-08;;;;3;0;;                                                ;
MOVE: 237;19940901; ;Birth  ;20110315; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
238;106;125;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;19940901; ;19940901; ;Other;;;JERSEY;2056;;Europe;Channl Is;;;;;;3;0;;                                                                               ;
MOVE: 238;19940901; ;Birth  ;19940901; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
239;118;146;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19940902; ;20030928; ;Other;;;SAO PAULO;21647;SAO PAULO 32B;LatinAm;Brazil;;200000000000;;78;;2;2;2 2;                                                  ;
MOVE: 239;19940902; ;Birth  ;20030928; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
240;118;146;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19940902; ;20050205; ;Other;;;SAO PAULO;21648;SAO PAULO 29B;LatinAm;Brazil;;200000000000;;87;;2;4;1 1 1 2;                                            ;
MOVE: 240;19940902; ;Birth  ;20050205; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
241;73;178;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19940929; ;19961220; ;Other;;;RIO PRIM;1505;;LatinAm;Brazil;;;;;;2;0;;                                                                                  ;
MOVE: 241;19940929; ;Birth  ;19961220; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
242;73;178;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19940929; ;19941005; ;Other;;;RIO PRIM;1506;;LatinAm;Brazil;;;;;;2;0;;                                                                                  ;
MOVE: 242;19940929; ;Birth  ;19941005; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
243;96;91;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19941004; ;20020626; ;Other;General;Nutrition;SAO PAULO;21713;;LatinAm;Brazil;;;;;;2;0;;                                                                ;
MOVE: 243;19941004; ;Birth  ;20020626; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
244;75;95;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19941005; ;19941005; ;Stillbirth;;;SAO PAULO;21714;;LatinAm;Brazil;;;;;;2;0;;                                                                         ;
MOVE: 244;19941005; ;Birth  ;19941005; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
245;75;95;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19941005; ;19941005; ;Stillbirth;;;SAO PAULO;21715;;LatinAm;Brazil;;;;;;2;0;;                                                                         ;
MOVE: 245;19941005; ;Birth  ;19941005; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
246;165;163;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19941018; ;20010104; ;Other;Respiratory;;RIO PRIM;1513;;LatinAm;Brazil;;;;;;2;1;2;                                                                     ;
MOVE: 246;19941018; ;Birth  ;20010104; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
247;165;163;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19941018; ;19950711; ;Other;;;RIO PRIM;1514;;LatinAm;Brazil;;;;;;2;0;;                                                                                   ;
MOVE: 247;19941018; ;Birth  ;19950711; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
248;130;191;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19941117; ;20040825; ;Infection;Urinary;Circulatory;RIO PRIM;1522;RIO PRIM LONE;LatinAm;Brazil;;;;;;2;2;2 2;                                             ;
MOVE: 248;19941117; ;Birth  ;20040825; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
249;130;191;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19941117; ;19941118; ;Other;;;RIO PRIM;1523;;LatinAm;Brazil;;;;;;2;0;;                                                                                 ;
MOVE: 249;19941117; ;Birth  ;19941118; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
250;77;208;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19941224; ;19941224; ;Other;;;RIO PRIM;1531;;LatinAm;Brazil;;;;;;2;0;;                                                                                  ;
MOVE: 250;19941224; ;Birth  ;19941224; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
251;77;208;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19941224; ;20001220; ;Other;;;RIO PRIM;1532;;LatinAm;Brazil;;;;;;2;3;2 2 1;                                                                               ;
MOVE: 251;19941224; ;Birth  ;20001220; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
252;118;146;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19950203; ;19950203; ;Other;;;SAO PAULO;21848;;LatinAm;Brazil;;;;;;2;0;;                                                                             ;
MOVE: 252;19950203; ;Birth  ;19950203; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
253;118;146;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19950203; ;19950220; ;Other;;;SAO PAULO;21849;;LatinAm;Brazil;;;;;;2;0;;                                                                                  ;
MOVE: 253;19950203; ;Birth  ;19950220; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
254;84;105;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19950211; ;20070604; ;Self injury;General;Trauma;CHESTER;C06584;;Europe;England;Cassie;00-01-BA-59-88;;;;2;8;2 3 1 1 1 2 2 1;                           ;
MOVE: 254;19950211; ;Birth  ;20070604; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
255;84;105;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;19950211; ;19950225; ;Other;;;JERSEY;M2094;;Europe;Channl Is;;;;;;2;0;;                                                                               ;
MOVE: 255;19950211; ;Birth  ;19950225; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
256;106;125;Male;Fertile;True;False;JERSEY;Europe;Channl Is;19950319; ;20121022; ;Euthanasia;;;JERSEY;M2107;JERSEY EY1;Europe;Channl Is;Fernando;00-01DC-365B;;;;2;1;1;                                              ;
MOVE: 256;19950319; ;Birth  ;20121022; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
257;106;125;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;19950319; ;19950319; ;Stillbirth;;;JERSEY;M2108;;Europe;Channl Is;;;;;;2;0;;                                                                         ;
MOVE: 257;19950319; ;Birth  ;19950319; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
258;193;174;Male;Fertile;True;False;MAGDEBURG;Europe;Germany;19950618; ;20140220; ;Other;;;MAGDEBURG;184003;MAGDEBURG 16S;Europe;Germany;;00-00F8-B068;;;;2;0;;                                                      ;
MOVE: 258;19950618; ;Birth  ;20140220; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
259;193;174;Male;Fertile;True;False;MAGDEBURG;Europe;Germany;19950618; ;19960405; ;Other;;;MAGDEBURG;184004;;Europe;Germany;;;;;;2;0;;                                                                               ;
MOVE: 259;19950618; ;Birth  ;19960405; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
260;84;105;Male;Fertile;True;False;JERSEY;Europe;Channl Is;19950715; ;19991130; ;Other;;;WILD;________;;Unknown;Unknown;Marco;00-01-24-34-BF;;;;2;0;;                                                                ;
MOVE: 260;19950715; ;Birth  ;19991130; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
261;84;105;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19950715; ;20090522; ;Infection;Digestive;Mechanical;LA PALMYR;4917;;Europe;France;Inez;00-0124-C656;;;;2;0;;                                           ;
MOVE: 261;19950715; ;Birth  ;20090522; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
262;106;125;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;19950725; ;19950725; ;Stillbirth;;;JERSEY;M2153;;Europe;Channl Is;;;;;;1;0;;                                                                         ;
MOVE: 262;19950725; ;Birth  ;19950725; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
263;165;163;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19950830; ;20160828; ;Other;;;SAO PAULO;28548;SAO PAULO REC20;LatinAm;Brazil;;69625624;;;;2;2;1 2;                                                      ;
MOVE: 263;19950830; ;Birth  ;20160828; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
